Month_Name,Month_Number,Hours,Time,Date,Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay
Feb,2,4,04:52:58,11.02.24,11.02.24 04:52,Truck_4,20.15,158.74,135,Delivered,26.8,79.1,Detour,57,173,7,Mechanical Failure,81.3,115,0
Aug,8,0,00:05:52,23.08.24,23.08.24 00:05,Truck_8,-29.27,149.63,236,Delivered,21.9,51.9,Detour,21,233,6,Mechanical Failure,72,115,0
Nov,11,0,00:29:20,04.11.24,04.11.24 00:29,Truck_1,-82.39,179.92,294,Delivered,27.6,79.7,Heavy,24,181,5,Weather,88.2,191,1
May,5,19,19:24:30,04.05.24,04.05.24 19:24,Truck_4,37.39,53.45,209,Delayed,29.4,57.8,Detour,34,319,4,Mechanical Failure,85,208,1
Nov,11,4,04:19:12,13.11.24,13.11.24 04:19,Truck_4,-3.41,-85.88,378,Delayed,28.2,70.2,Clear,60,490,9,Traffic,66.8,166,1
Feb,2,19,19:17:18,13.02.24,13.02.24 19:17,Truck_1,-60.28,-7.55,355,Delayed,22.5,74,Clear,20,321,3,Weather,90.6,252,1
Jun,6,7,07:17:35,28.06.24,28.06.24 07:17,Truck_9,-1.81,-156.21,474,Delayed,29.2,66.1,Heavy,26,318,5,Weather,96.2,110,1
Dec,12,22,22:06:59,15.12.24,15.12.24 22:06,Truck_6,45.55,20.9,218,Delivered,19.5,67.9,Detour,27,257,10,Mechanical Failure,62.2,150,0
Jun,6,14,14:22:40,30.06.24,30.06.24 14:22,Truck_2,-28.38,-47.82,357,In Transit,29.3,73.2,Clear,22,229,7,Mechanical Failure,94.3,131,0
Dec,12,16,16:36:07,05.12.24,05.12.24 16:36,Truck_5,-71.09,-12.92,255,Delayed,27.4,59.6,Clear,20,497,3,Traffic,98.4,277,1
Jun,6,13,13:04:28,13.06.24,13.06.24 13:04,Truck_2,-35.64,-106.76,415,Delayed,22.2,65.8,Heavy,18,287,2,Traffic,61.1,256,1
Mar,3,8,08:20:11,17.03.24,17.03.24 08:20,Truck_9,-81.62,-152.08,353,Delivered,29.5,76.8,Heavy,41,421,8,None,97.7,212,1
Sep,9,3,03:09:39,21.09.24,21.09.24 03:09,Truck_8,-22.91,-154.36,260,In Transit,23.8,58.4,Clear,49,266,7,Mechanical Failure,77.8,131,0
Feb,2,20,20:52:03,20.02.24,20.02.24 20:52,Truck_4,-68.79,-164.39,447,Delivered,21.1,75.6,Heavy,51,315,1,Mechanical Failure,64.7,186,1
Nov,11,18,18:03:38,19.11.24,19.11.24 18:03,Truck_5,-25.58,132.27,483,Delayed,26.6,50,Clear,51,466,6,Mechanical Failure,87.9,272,1
Nov,11,16,16:16:40,07.11.24,07.11.24 16:16,Truck_10,49.05,41.34,363,Delivered,28.6,75.2,Heavy,19,358,1,Weather,77.4,272,1
Feb,2,14,14:10:22,18.02.24,18.02.24 14:10,Truck_8,-81.67,-40.83,313,Delayed,20.5,79.3,Detour,49,229,7,None,98.5,126,1
Mar,3,0,00:53:07,03.03.24,03.03.24 00:53,Truck_10,-69.69,-34.46,289,Delivered,19.3,68.6,Clear,33,149,4,None,74.3,220,0
Jun,6,9,09:09:21,02.06.24,02.06.24 09:09,Truck_4,-49.18,-94.15,171,Delivered,21.3,66.1,Clear,57,125,8,None,98.9,249,0
Jan,1,12,12:09:42,25.01.24,25.01.24 12:09,Truck_6,12.82,76.14,401,In Transit,25.7,71.4,Clear,30,494,4,Weather,81.1,175,0
Oct,10,16,16:19:17,04.10.24,04.10.24 16:19,Truck_9,20.11,19.76,376,Delivered,25.1,54.1,Clear,55,305,5,Mechanical Failure,83.2,158,0
Nov,11,12,12:07:34,02.11.24,02.11.24 12:07,Truck_3,84.13,-144.78,371,Delayed,26.2,58.5,Heavy,46,168,10,Traffic,69.5,162,1
Apr,4,1,01:56:59,22.04.24,22.04.24 01:56,Truck_4,-53.93,30.32,496,In Transit,23.4,71.6,Clear,15,451,3,Weather,76.3,235,0
Apr,4,22,22:28:46,15.04.24,15.04.24 22:28,Truck_2,31.86,-83.17,149,In Transit,20.9,68.1,Detour,39,274,9,Traffic,71.8,138,0
Jan,1,14,14:28:30,19.01.24,19.01.24 14:28,Truck_6,67.73,-70.19,166,In Transit,29.4,59.5,Heavy,40,210,4,Traffic,82.9,246,1
Sep,9,12,12:19:08,22.09.24,22.09.24 12:19,Truck_9,73.37,93.25,369,Delayed,28,52.3,Detour,35,481,5,Mechanical Failure,73.4,179,1
Nov,11,23,23:47:02,01.11.24,01.11.24 23:47,Truck_5,68.24,-85.92,409,In Transit,22,68.1,Clear,18,423,10,Weather,62.8,282,0
May,5,14,14:10:55,13.05.24,13.05.24 14:10,Truck_8,40.55,147.03,494,Delayed,19.2,58.4,Clear,52,231,10,Weather,89.5,201,1
Feb,2,7,07:36:46,17.02.24,17.02.24 07:36,Truck_6,-36.43,58.06,238,Delayed,23.8,79.4,Detour,33,416,5,Weather,88.2,102,1
Nov,11,19,19:33:59,23.11.24,23.11.24 19:33,Truck_8,83.2,-119.04,422,In Transit,19.2,54.5,Clear,18,437,3,None,73.5,103,0
Sep,9,10,10:32:15,23.09.24,23.09.24 10:32,Truck_9,74.58,-19.7,132,In Transit,28.2,57.2,Clear,23,401,6,None,93.6,154,0
Aug,8,22,22:32:25,25.08.24,25.08.24 22:32,Truck_1,-64.71,137.79,189,Delayed,25.2,70,Clear,10,360,6,Mechanical Failure,81.9,191,1
Sep,9,6,06:23:53,27.09.24,27.09.24 06:23,Truck_1,-59.6,62.71,255,Delivered,28.5,72.2,Clear,60,419,2,Traffic,68.4,246,0
May,5,4,04:02:20,09.05.24,09.05.24 04:02,Truck_7,-68.37,-65.98,107,Delayed,21.9,74.1,Heavy,51,413,1,Weather,84.9,257,1
May,5,10,10:59:49,27.05.24,27.05.24 10:59,Truck_6,3.84,91.01,274,Delayed,19.3,51.4,Heavy,57,279,10,None,75.3,127,1
Feb,2,18,18:39:32,23.02.24,23.02.24 18:39,Truck_4,76.39,105.79,206,Delayed,21.9,68.6,Heavy,42,100,7,Traffic,63.3,116,1
Jul,7,22,22:29:33,28.07.24,28.07.24 22:29,Truck_5,-46.19,9.47,270,In Transit,26.7,72.2,Heavy,35,107,10,Traffic,90.8,158,1
Mar,3,10,10:30:30,05.03.24,05.03.24 10:30,Truck_10,-10.88,86.08,277,In Transit,23.7,72.1,Clear,12,195,5,Traffic,64.5,130,0
Jan,1,21,21:16:03,06.01.24,06.01.24 21:16,Truck_4,-67.76,176.4,454,Delayed,21,77.3,Clear,15,112,10,Weather,73.2,237,1
Sep,9,16,16:45:31,14.09.24,14.09.24 16:45,Truck_2,-22.11,-65.14,197,In Transit,27.3,71.3,Detour,24,460,9,None,64.7,162,0
Nov,11,23,23:16:49,03.11.24,03.11.24 23:16,Truck_5,75.11,-136.48,182,Delivered,19.7,72.3,Clear,50,428,3,None,63.3,280,0
Mar,3,21,21:36:22,19.03.24,19.03.24 21:36,Truck_6,-69.34,131.9,171,Delivered,25.1,76.5,Heavy,55,309,3,Traffic,94.6,112,1
Feb,2,18,18:55:10,01.02.24,01.02.24 18:55,Truck_3,35.65,-84.7,159,Delivered,26.9,69.5,Clear,32,272,7,None,69.7,278,0
Apr,4,12,12:04:40,18.04.24,18.04.24 12:04,Truck_8,-86.16,-92.47,378,Delayed,29.5,61.7,Detour,13,305,8,Mechanical Failure,98.5,211,1
May,5,14,14:30:07,26.05.24,26.05.24 14:30,Truck_1,25.14,-2.68,469,In Transit,26.2,65,Clear,19,477,2,Mechanical Failure,96.9,206,0
Jul,7,16,16:54:53,29.07.24,29.07.24 16:54,Truck_8,12.09,96.9,106,In Transit,27,56.8,Detour,31,120,4,Weather,95.7,286,0
Dec,12,13,13:41:26,09.12.24,09.12.24 13:41,Truck_3,-77.09,137.9,486,In Transit,21.7,76,Clear,42,282,9,Mechanical Failure,80.5,139,0
Sep,9,9,09:03:54,14.09.24,14.09.24 09:03,Truck_2,-17.12,-47.07,248,In Transit,26.3,53.7,Detour,40,146,10,Weather,71.7,246,0
Dec,12,1,01:52:30,01.12.24,01.12.24 01:52,Truck_3,-52.89,162.75,157,In Transit,25.4,79.1,Detour,17,311,9,Weather,69.9,233,0
Aug,8,17,17:09:24,19.08.24,19.08.24 17:09,Truck_6,-3.66,176.3,235,In Transit,23.2,54.6,Clear,28,467,9,Mechanical Failure,68.2,206,0
Apr,4,18,18:58:09,15.04.24,15.04.24 18:58,Truck_7,-7.66,-25.37,170,Delayed,25.4,55.8,Heavy,55,463,10,Weather,60.1,112,1
Apr,4,10,10:58:21,12.04.24,12.04.24 10:58,Truck_6,-82.14,-91.89,342,Delivered,25.1,52.4,Clear,24,103,2,Mechanical Failure,88,209,0
Feb,2,9,09:29:19,23.02.24,23.02.24 09:29,Truck_3,87.51,-125.53,290,In Transit,20.5,51.4,Clear,22,170,4,Mechanical Failure,74.7,147,0
Feb,2,5,05:17:36,27.02.24,27.02.24 05:17,Truck_1,-76.88,94.62,260,Delayed,22.8,71.7,Heavy,44,393,5,Mechanical Failure,94.1,154,1
Jul,7,19,19:10:43,26.07.24,26.07.24 19:10,Truck_5,89.28,166.65,378,Delayed,18.9,55.5,Heavy,35,367,4,Weather,74.4,229,1
Jun,6,5,05:20:24,29.06.24,29.06.24 05:20,Truck_2,-82.85,7.88,177,Delayed,19.2,70.1,Clear,57,141,4,Weather,86.6,249,1
Apr,4,4,04:40:07,15.04.24,15.04.24 04:40,Truck_2,-40.28,-86.81,310,In Transit,22.8,64.4,Heavy,33,104,2,Mechanical Failure,98.9,110,1
Jul,7,4,04:09:02,24.07.24,24.07.24 04:09,Truck_3,2.22,-170.26,132,Delivered,27.5,57.2,Heavy,36,481,5,Traffic,65.2,140,1
Jul,7,1,01:06:21,19.07.24,19.07.24 01:06,Truck_8,54.84,175.57,331,Delayed,25.6,77.8,Heavy,26,213,9,Traffic,90.7,269,1
Apr,4,16,16:50:45,23.04.24,23.04.24 16:50,Truck_1,-78.47,-82.62,294,Delivered,24.4,65.2,Detour,23,439,8,Traffic,65,213,0
Jun,6,12,12:57:05,18.06.24,18.06.24 12:57,Truck_6,4.85,-60.8,277,Delivered,29.3,50.7,Heavy,24,242,2,Mechanical Failure,93.4,271,1
Dec,12,4,04:11:19,17.12.24,17.12.24 04:11,Truck_5,54.03,-98.31,329,Delayed,29.7,77.9,Heavy,33,232,5,Weather,91.9,124,1
Nov,11,4,04:41:18,17.11.24,17.11.24 04:41,Truck_8,41.43,-128.17,204,Delivered,18.7,68.5,Heavy,27,473,2,Traffic,76.9,217,1
Jun,6,11,11:18:46,20.06.24,20.06.24 11:18,Truck_1,-56.07,82.94,410,Delivered,28.9,60.3,Clear,32,436,1,None,77.2,272,0
Jun,6,11,11:16:26,29.06.24,29.06.24 11:16,Truck_7,-0.85,-177.55,417,Delayed,26.9,70.8,Clear,44,103,7,Mechanical Failure,94.7,181,1
Jul,7,9,09:14:48,05.07.24,05.07.24 09:14,Truck_6,54.6,-128.5,324,Delivered,20.7,72.4,Clear,12,173,7,None,95.1,243,0
Jul,7,20,20:10:54,19.07.24,19.07.24 20:10,Truck_8,-46.15,161.03,218,Delayed,23.8,52.3,Detour,52,389,2,Traffic,79.5,231,1
Aug,8,22,22:26:18,27.08.24,27.08.24 22:26,Truck_5,76.84,140.3,137,Delayed,23.6,51.7,Detour,24,124,6,Traffic,70.6,279,1
Jun,6,2,02:43:31,17.06.24,17.06.24 02:43,Truck_4,-59.19,-125.45,414,Delayed,18.3,76.4,Detour,42,332,10,Traffic,66.3,249,1
May,5,2,02:30:18,21.05.24,21.05.24 02:30,Truck_1,-75.62,-156.98,216,In Transit,26.9,67.2,Detour,35,181,10,Weather,86.2,185,0
May,5,2,02:13:49,08.05.24,08.05.24 02:13,Truck_8,-24.17,30.03,170,Delayed,26.4,51.6,Detour,47,278,3,None,96.4,105,1
May,5,9,09:49:37,02.05.24,02.05.24 09:49,Truck_2,-6.86,150.61,154,Delivered,28.6,66.8,Clear,18,384,9,Weather,60.4,263,0
Jan,1,20,20:15:13,25.01.24,25.01.24 20:15,Truck_2,-32.21,166.79,213,Delivered,25,72.7,Detour,51,353,8,None,82.6,227,0
Jan,1,12,12:49:12,07.01.24,07.01.24 12:49,Truck_4,-46.31,-93.15,276,Delivered,24.9,77,Detour,60,467,4,Weather,84.6,292,0
Mar,3,10,10:09:37,08.03.24,08.03.24 10:09,Truck_10,-85.09,41.14,382,In Transit,22,77.8,Clear,47,448,5,Weather,81.4,246,0
Dec,12,15,15:01:19,22.12.24,22.12.24 15:01,Truck_8,89.19,-159.32,383,In Transit,19.1,69,Detour,16,238,3,Weather,90.7,290,0
Jan,1,13,13:17:03,21.01.24,21.01.24 13:17,Truck_1,1.43,-119.09,334,Delayed,26.6,74.1,Detour,10,317,3,Traffic,73,184,1
Jun,6,2,02:35:14,25.06.24,25.06.24 02:35,Truck_9,78.33,15.28,421,Delayed,26.3,68.8,Heavy,53,128,6,None,76.6,100,1
May,5,5,05:13:33,27.05.24,27.05.24 05:13,Truck_2,-9.23,107.93,329,Delivered,25,51.2,Detour,53,233,5,Mechanical Failure,67.2,188,0
Jan,1,1,01:05:38,27.01.24,27.01.24 01:05,Truck_10,71.43,127.37,284,In Transit,22.1,77.2,Heavy,16,226,4,None,95.8,206,1
Jan,1,3,03:11:55,21.01.24,21.01.24 03:11,Truck_2,-84,111.83,184,Delayed,19.2,59.8,Heavy,23,126,4,Mechanical Failure,90.4,200,1
Aug,8,13,13:26:27,03.08.24,03.08.24 13:26,Truck_5,7.08,-165.14,403,Delivered,20.6,66.1,Clear,15,461,4,None,77.1,263,0
Jun,6,18,18:09:34,05.06.24,05.06.24 18:09,Truck_6,-86.09,117.87,100,In Transit,22.3,72.3,Detour,43,256,5,None,92.8,101,0
Oct,10,12,12:09:17,27.10.24,27.10.24 12:09,Truck_3,59.24,175.99,135,Delayed,18.9,55.5,Heavy,57,162,9,None,75.3,127,1
Oct,10,14,14:28:47,22.10.24,22.10.24 14:28,Truck_1,-39.3,-121.68,220,In Transit,25,79,Heavy,51,481,2,Weather,64.3,268,1
Sep,9,9,09:41:58,03.09.24,03.09.24 09:41,Truck_8,-83.67,164.25,318,In Transit,29.8,51.4,Clear,24,216,3,Weather,83.8,221,0
Jan,1,11,11:20:33,03.01.24,03.01.24 11:20,Truck_7,5.95,-156.49,237,Delivered,29.2,56.2,Detour,15,251,3,Weather,76.3,198,0
Jun,6,23,23:38:53,11.06.24,11.06.24 23:38,Truck_2,-16.38,-119.05,459,In Transit,27.2,78.5,Heavy,22,323,7,None,87.3,271,1
Jan,1,23,23:32:40,04.01.24,04.01.24 23:32,Truck_6,-27.49,-1.86,332,In Transit,21.7,58.9,Heavy,33,363,6,Weather,90.1,131,1
Aug,8,6,06:58:21,02.08.24,02.08.24 06:58,Truck_8,67.7,43.85,133,In Transit,28.7,69.5,Detour,57,342,6,Traffic,99.9,261,0
Aug,8,2,02:07:16,29.08.24,29.08.24 02:07,Truck_8,30.5,52.26,499,Delayed,18.3,75.1,Clear,22,251,1,Mechanical Failure,79.2,139,1
Feb,2,18,18:02:00,22.02.24,22.02.24 18:02,Truck_10,4.86,61.42,350,Delivered,25.3,71.2,Detour,19,177,1,None,67,209,0
Jun,6,20,20:31:34,21.06.24,21.06.24 20:31,Truck_7,84.09,85.24,186,Delayed,24.1,72,Detour,26,131,4,None,68.2,189,1
Jan,1,15,15:36:15,27.01.24,27.01.24 15:36,Truck_8,11.52,-168.47,403,Delivered,23.1,69.3,Detour,24,487,10,Mechanical Failure,69.6,104,0
Jun,6,12,12:40:13,17.06.24,17.06.24 12:40,Truck_6,63.77,163.27,193,Delayed,22.1,68.2,Heavy,29,231,3,Weather,69.7,198,1
Mar,3,14,14:30:18,31.03.24,31.03.24 14:30,Truck_2,57.58,-35.04,254,Delivered,24,78.6,Heavy,24,108,3,Weather,66.6,219,1
Mar,3,8,08:10:19,23.03.24,23.03.24 08:10,Truck_9,-66.6,-11.72,368,Delivered,26.1,71,Clear,58,336,2,Mechanical Failure,86.5,259,0
Oct,10,15,15:12:00,02.10.24,02.10.24 15:12,Truck_6,18.76,-46.89,283,Delayed,28.5,50.7,Detour,11,495,10,Weather,88.1,200,1
Jul,7,18,18:36:05,28.07.24,28.07.24 18:36,Truck_10,50.36,128.56,164,Delivered,25.5,67.6,Heavy,20,188,7,Mechanical Failure,60.1,268,1
Jan,1,15,15:19:53,11.01.24,11.01.24 15:19,Truck_5,46.9,3.75,419,Delivered,22.1,74.7,Detour,31,236,10,Traffic,95.9,182,0
Dec,12,18,18:53:31,28.12.24,28.12.24 18:53,Truck_9,17.53,-65.08,489,Delivered,25,69.4,Clear,30,345,8,None,66.1,128,0
Sep,9,12,12:50:16,07.09.24,07.09.24 12:50,Truck_2,4.83,-6.58,498,Delayed,20.2,55,Clear,51,147,8,Weather,97.7,247,1
Dec,12,11,11:15:02,09.12.24,09.12.24 11:15,Truck_10,38.89,-38.8,244,Delayed,21.2,61.8,Detour,24,181,2,Traffic,70.1,238,1
Oct,10,18,18:34:00,05.10.24,05.10.24 18:34,Truck_4,-20.05,-83.69,488,Delivered,21.5,50.3,Heavy,32,120,1,Mechanical Failure,79.1,111,1
Apr,4,10,10:55:19,22.04.24,22.04.24 10:55,Truck_9,-83.25,-166.33,152,Delayed,21.2,70.3,Clear,10,467,10,None,61.5,269,1
Feb,2,21,21:45:48,27.02.24,27.02.24 21:45,Truck_10,-4.86,75.43,168,Delayed,23.2,71.5,Clear,23,292,3,Traffic,98.8,102,1
May,5,22,22:03:43,23.05.24,23.05.24 22:03,Truck_5,46.76,-146.43,268,Delivered,23.9,79.2,Clear,41,295,9,Mechanical Failure,69.5,146,0
Jan,1,22,22:19:42,02.01.24,02.01.24 22:19,Truck_7,-68.39,-122.56,341,In Transit,21.3,76.2,Heavy,58,429,3,None,78.6,178,1
Sep,9,6,06:31:55,29.09.24,29.09.24 06:31,Truck_7,62.35,-54.2,166,Delivered,28.9,50.6,Heavy,58,197,3,Traffic,88.8,282,1
Dec,12,8,08:33:58,18.12.24,18.12.24 08:33,Truck_7,72.89,135.95,483,Delayed,21.4,51.2,Heavy,33,249,2,None,67.6,165,1
Aug,8,10,10:28:58,11.08.24,11.08.24 10:28,Truck_10,2.28,-158.46,232,Delivered,22.3,73.3,Heavy,19,332,4,None,78.6,135,1
Mar,3,22,22:56:32,24.03.24,24.03.24 22:56,Truck_3,11.77,154.6,392,In Transit,20.7,62.8,Detour,12,417,2,Weather,69.3,109,0
Jun,6,0,00:24:04,02.06.24,02.06.24 00:24,Truck_8,-75.6,11.13,480,In Transit,24.9,77.8,Heavy,53,318,3,Mechanical Failure,69.5,181,1
Feb,2,3,03:46:54,02.02.24,02.02.24 03:46,Truck_3,23.29,106.03,368,Delivered,28,53.4,Detour,42,182,5,None,77.5,205,0
Oct,10,12,12:56:46,02.10.24,02.10.24 12:56,Truck_6,-11.31,-139.81,373,In Transit,25,62.4,Clear,20,125,1,Mechanical Failure,91.2,160,0
Sep,9,12,12:20:07,25.09.24,25.09.24 12:20,Truck_2,9.65,47.35,154,Delivered,22,53.3,Heavy,50,208,4,None,85,231,1
Feb,2,8,08:11:09,24.02.24,24.02.24 08:11,Truck_3,10.94,-27.36,184,Delivered,19.2,55.3,Heavy,14,450,3,None,86.7,247,1
Oct,10,10,10:00:20,28.10.24,28.10.24 10:00,Truck_9,84.95,59.53,204,Delivered,21.4,61.5,Clear,51,490,5,Mechanical Failure,68,288,0
May,5,23,23:20:31,31.05.24,31.05.24 23:20,Truck_2,49.72,179.2,227,Delivered,26.1,65.7,Detour,47,247,8,Traffic,77.8,135,0
Jan,1,0,00:34:19,22.01.24,22.01.24 00:34,Truck_5,-28.9,-117.95,405,In Transit,28,67.7,Clear,48,348,3,Mechanical Failure,78.3,213,0
Dec,12,11,11:06:09,19.12.24,19.12.24 11:06,Truck_7,-55.52,-163.69,392,Delivered,27.4,69,Detour,31,347,9,Weather,98,133,0
Jan,1,22,22:46:26,05.01.24,05.01.24 22:46,Truck_3,16.76,29.28,429,In Transit,27.7,75,Heavy,12,446,4,None,65.7,203,1
Jun,6,8,08:09:13,26.06.24,26.06.24 08:09,Truck_7,-76.31,5.03,488,Delivered,25.2,63.9,Heavy,19,219,4,Weather,100,184,1
Jul,7,2,02:07:09,31.07.24,31.07.24 02:07,Truck_6,-22.47,149.96,444,Delayed,29.8,67.5,Clear,41,125,5,Weather,63.3,152,1
Nov,11,4,04:21:18,27.11.24,27.11.24 04:21,Truck_1,71.89,93.45,420,Delayed,18.4,68.5,Heavy,50,340,10,Weather,76.8,212,1
Jun,6,4,04:02:08,06.06.24,06.06.24 04:02,Truck_1,-9.72,-117.01,391,In Transit,25.5,73.7,Detour,31,472,10,Weather,77.2,109,0
May,5,20,20:34:06,16.05.24,16.05.24 20:34,Truck_9,-12.23,-74.78,212,Delivered,20.6,50.5,Clear,41,498,5,Mechanical Failure,94.1,162,0
Jul,7,21,21:14:08,14.07.24,14.07.24 21:14,Truck_4,5.46,-179.82,157,Delivered,20.9,77.1,Clear,26,499,4,Traffic,91.4,214,0
Nov,11,11,11:31:54,22.11.24,22.11.24 11:31,Truck_8,-54.83,66.47,399,Delivered,26.3,79.4,Detour,25,476,4,Mechanical Failure,95.6,256,0
Nov,11,21,21:31:14,01.11.24,01.11.24 21:31,Truck_2,-80.05,-102.25,103,Delivered,27.9,53.1,Detour,52,386,1,None,97.7,141,0
Oct,10,15,15:39:37,27.10.24,27.10.24 15:39,Truck_9,-13.05,-122.09,333,Delayed,22.1,65,Detour,22,243,5,Mechanical Failure,83.2,176,1
Feb,2,12,12:20:37,14.02.24,14.02.24 12:20,Truck_6,6.37,136.08,234,Delivered,27.3,70.1,Detour,45,416,8,None,86.9,165,0
May,5,11,11:14:44,02.05.24,02.05.24 11:14,Truck_9,83.12,48.43,146,Delayed,29,55.5,Detour,52,414,10,Mechanical Failure,82.3,228,1
Sep,9,5,05:03:25,02.09.24,02.09.24 05:03,Truck_7,51.19,25.6,109,Delayed,20.7,60.9,Heavy,39,147,9,Traffic,75,116,1
Dec,12,4,04:35:38,08.12.24,08.12.24 04:35,Truck_8,-76.4,-68.19,357,Delayed,24.6,73.5,Clear,48,266,10,Traffic,74.4,226,1
Jan,1,5,05:35:54,23.01.24,23.01.24 05:35,Truck_9,70.55,-150.16,356,Delivered,19.5,63.1,Clear,16,118,3,None,77.8,230,0
Jan,1,11,11:27:54,25.01.24,25.01.24 11:27,Truck_2,-38.22,104.17,349,Delivered,19.4,62.7,Detour,19,296,3,None,72.3,177,0
Nov,11,13,13:31:56,08.11.24,08.11.24 13:31,Truck_1,39.14,138.18,159,Delivered,27.1,77.5,Heavy,33,429,9,None,77.9,200,1
May,5,1,01:04:50,30.05.24,30.05.24 01:04,Truck_4,-68.8,159,148,Delivered,25,60.7,Clear,43,196,4,Mechanical Failure,64.6,240,0
May,5,11,11:30:34,30.05.24,30.05.24 11:30,Truck_3,51.16,-170.93,354,Delivered,26.9,65.5,Heavy,14,245,4,None,73.4,151,1
Mar,3,23,23:49:21,02.03.24,02.03.24 23:49,Truck_8,-29.59,41.06,214,Delivered,21.5,69.1,Heavy,49,417,10,Traffic,76.7,249,1
Aug,8,11,11:52:35,29.08.24,29.08.24 11:52,Truck_8,-51.34,-112.16,307,Delayed,21,52.8,Clear,21,475,4,None,82.8,107,1
May,5,1,01:53:03,26.05.24,26.05.24 01:53,Truck_1,-49.51,174.35,385,In Transit,24.3,59.4,Clear,37,239,3,None,88.3,148,0
Jul,7,1,01:20:43,24.07.24,24.07.24 01:20,Truck_8,0.76,120.02,490,Delayed,24,56.1,Heavy,29,463,6,Mechanical Failure,81.1,134,1
Dec,12,10,10:20:56,24.12.24,24.12.24 10:20,Truck_4,-2.29,64.27,133,Delayed,19.4,76,Detour,36,182,3,None,70.5,249,1
Feb,2,14,14:40:04,11.02.24,11.02.24 14:40,Truck_2,78.43,125.02,472,Delivered,24.9,63.2,Detour,36,485,9,None,78.9,271,0
Apr,4,0,00:54:49,24.04.24,24.04.24 00:54,Truck_7,-2.83,-29.91,338,In Transit,28.9,55.5,Detour,39,181,2,Mechanical Failure,88.6,143,0
Jan,1,10,10:20:44,08.01.24,08.01.24 10:20,Truck_2,70.01,-164.19,172,Delivered,25.5,55.7,Detour,25,259,1,Traffic,65.2,255,0
Oct,10,3,03:01:44,25.10.24,25.10.24 03:01,Truck_2,11.49,-172.57,187,Delayed,24.8,52,Detour,31,231,5,Weather,91.6,234,1
Dec,12,15,15:03:51,12.12.24,12.12.24 15:03,Truck_8,74.53,123.68,439,In Transit,23.5,55.1,Detour,47,454,3,Weather,75.5,196,0
Nov,11,9,09:16:40,30.11.24,30.11.24 09:16,Truck_7,-12.95,132.5,159,In Transit,18.1,76,Detour,18,202,2,Weather,94.4,197,0
May,5,9,09:05:25,13.05.24,13.05.24 09:05,Truck_7,81.79,-52.75,362,Delivered,18.3,57.6,Heavy,58,437,8,Mechanical Failure,66.8,123,1
Dec,12,6,06:06:57,16.12.24,16.12.24 06:06,Truck_4,47.72,72.53,163,Delivered,24.6,53.2,Detour,34,473,9,Traffic,72.4,263,0
Feb,2,7,07:54:59,14.02.24,14.02.24 07:54,Truck_7,-21.53,-145.26,258,Delayed,19.9,51.9,Heavy,54,237,10,None,92.7,271,1
Jun,6,12,12:15:28,25.06.24,25.06.24 12:15,Truck_9,-4.59,71.73,319,Delayed,18,63.6,Detour,23,473,7,Weather,83,187,1
Aug,8,3,03:59:00,14.08.24,14.08.24 03:59,Truck_9,-26.68,-77.28,247,Delivered,28.9,60.7,Clear,56,115,10,Mechanical Failure,61.6,270,0
Apr,4,19,19:43:53,08.04.24,08.04.24 19:43,Truck_8,-30.7,29.26,134,In Transit,19.9,67.5,Detour,42,421,5,Mechanical Failure,77.6,183,0
Nov,11,14,14:21:51,07.11.24,07.11.24 14:21,Truck_4,64.52,-83.26,175,In Transit,20.9,58.7,Detour,35,274,9,Mechanical Failure,61.1,240,0
Jan,1,17,17:01:33,12.01.24,12.01.24 17:01,Truck_9,68.18,-84.91,179,Delayed,24.2,50.2,Clear,31,485,10,None,75.8,255,1
May,5,8,08:29:11,30.05.24,30.05.24 08:29,Truck_10,-81.21,13.97,105,Delayed,27.1,59.8,Clear,36,409,7,Traffic,75.7,290,1
May,5,7,07:34:11,16.05.24,16.05.24 07:34,Truck_2,-21.31,-14.9,277,In Transit,23.5,63.9,Heavy,11,292,8,Weather,67.5,234,1
Dec,12,12,12:26:38,08.12.24,08.12.24 12:26,Truck_5,77.21,-132.05,427,Delayed,26.7,63.8,Detour,54,453,6,Weather,86.7,101,1
Mar,3,8,08:34:01,28.03.24,28.03.24 08:34,Truck_3,21.49,-123.69,348,Delayed,22.7,63.3,Detour,23,134,4,Mechanical Failure,99.6,251,1
Apr,4,21,21:31:53,16.04.24,16.04.24 21:31,Truck_3,47.76,-137.09,300,Delayed,23.1,78.1,Detour,53,146,4,Weather,73.3,280,1
Nov,11,14,14:44:30,20.11.24,20.11.24 14:44,Truck_1,-4.8,56.41,457,Delivered,27.2,69.1,Heavy,55,319,2,Traffic,67.7,132,1
Jun,6,8,08:17:55,20.06.24,20.06.24 08:17,Truck_1,-11.13,-40.05,316,Delayed,26.8,53.5,Clear,35,402,10,Mechanical Failure,93.6,206,1
Aug,8,15,15:40:34,11.08.24,11.08.24 15:40,Truck_9,15.51,115.44,207,In Transit,19.2,59.7,Detour,56,484,7,Traffic,72.6,285,0
